"Title","Metric","Value","Source"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep12.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep12.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep14.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep14.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep14.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep14.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep14.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep16.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep16.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep16.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep16.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep16.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep18.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep18.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep18.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep18.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep18.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep2.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep2.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep2.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep2.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep2.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep20.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep20.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep20.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep20.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep20.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep22.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep22.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep22.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep22.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep22.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep24.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep24.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep24.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep24.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep24.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep26.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep26.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep26.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep26.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep26.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep28.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep28.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep28.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep28.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep28.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep29.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep29.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep29.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep29.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep29.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep4.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep4.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep4.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep4.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep4.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep6.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep6.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep6.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep6.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep6.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep8.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep8.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep8.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep8.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_ep8.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","accuracy","0.03293413173652695","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_f1","0.009109730848861283","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_precision","0.004704875962360993","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","macro_recall","0.14285714285714285","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=ham10000","weighted_f1","0.0021001475310249065","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\ham10000\tables\summary_ham_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=isic","accuracy","0.3135593220338983","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\isic\tables\summary_isic_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=ATstrong | Dataset=oct2017","accuracy","0.44505659021498295","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\ATstrong\oct2017\tables\summary_oct2017_efficientnet_b0_test.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","accuracy","0.6017964071856288","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep0.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","macro_f1","0.13145059000746037","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep0.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","macro_precision","0.11541584482746603","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep0.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","macro_recall","0.18600525157902206","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep0.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","weighted_f1","0.5415954604696253","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep0.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","accuracy","0.6906187624750499","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep10.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","macro_f1","0.3100318129796501","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep10.csv"
"Student | efficientnet_b0 | Ablation=hardKD | Dataset=ham10000","macro_precision","0.5352496076096783","D:\MedMNIST-EdgeAIv2\RESULTS\students\efficientnet_b0\hardKD\ham10000\tables\summary_ham_efficientnet_b0_ep10.csv"
